type	latitude	longitude	altitude (m)	name	desc
T	-12.017054085	-76.962708375	272.6		
T	-12.017050933	-76.962643647	272.6		
T	-12.017042564	-76.962482497	272.6		
T	-12.017063222	-76.962252277	273.0		
T	-12.017088136	-76.962085686	273.2		
T	-12.017079989	-76.961924239	273.5		
T	-12.017074649	-76.961793851	273.8		
T	-12.017067292	-76.961597745	274.1		
T	-12.017058207	-76.961369541	274.6		
T	-12.017055049	-76.961304919	274.7		
T	-12.017017208	-76.961212919	275.0		
T	-12.017004586	-76.960954393	275.7		
T	-12.016995086	-76.960760615	276.5		
T	-12.016985563	-76.960566824	278.0		
T	-12.017043592	-76.960362301	278.9		
T	-12.017138306	-76.960183841	279.3		
T	-12.017200113	-76.960009930	279.8		
T	-12.017230925	-76.959872655	281.6		
T	-12.017298230	-76.959694154	283.4		
T	-12.017368495	-76.959513131	284.9		
T	-12.017375236	-76.959306407	287.6		
T	-12.017352690	-76.959235222	289.1		
T	-12.017250627	-76.959084583	293.1		
T	-12.017334104	-76.958950615	292.9		
T	-12.017417368	-76.958816859	292.6		
T	-12.017501999	-76.958681862	292.2		
T	-12.017533604	-76.958611832	292.5		
T	-12.017622420	-76.958373573	293.3		
T	-12.017650564	-76.958107036	296.9		
T	-12.017661215	-76.957833259	301.3		
T	-12.017615015	-76.957694347	304.8		
T	-12.017618123	-76.957559892	307.0		
T	-12.017630120	-76.957406257	305.5		
T	-12.017616659	-76.957317187	303.7		
T	-12.017690653	-76.957157660	298.5		
T	-12.017690222	-76.956979445	294.5		
T	-12.017680599	-76.956707973	288.4		
T	-12.017662537	-76.956489068	287.3		
T	-12.017624428	-76.956397213	287.5		
T	-12.017617033	-76.956269730	287.3		
T	-12.017542213	-76.956085157	287.4		
T	-12.017477720	-76.955959818	287.9		
T	-12.017476213	-76.955861795	287.7		
T	-12.017472701	-76.955633280	290.2		
T	-12.017470696	-76.955502827	292.0		
T	-12.017470195	-76.955470230	292.4		
T	-12.017615377	-76.955036392	294.7		
T	-12.017707698	-76.954669041	299.0		
T	-12.017744686	-76.954532579	300.3		
T	-12.017762363	-76.954341267	302.8		
T	-12.017806385	-76.954182510	303.8		
T	-12.017888939	-76.953952096	303.6		
T	-12.017946776	-76.953786517	303.3		
T	-12.017949971	-76.953654856	304.5		
T	-12.017862467	-76.953529523	309.0		
T	-12.017778869	-76.953402563	313.5		
T	-12.017727088	-76.953111576	313.9		
T	-12.017731394	-76.952980486	312.4		
T	-12.017731795	-76.952851234	311.0		
T	-12.017725377	-76.952757006	310.1		
T	-12.017696340	-76.952574891	308.5		
T	-12.017665557	-76.952425056	306.4		
T	-12.017630936	-76.952276183	303.7		
T	-12.017602496	-76.952124448	300.9		
T	-12.017590677	-76.952031389	299.1		
T	-12.017640548	-76.951804645	294.5		
T	-12.017700058	-76.951704191	292.5		
T	-12.017756693	-76.951540157	291.4		
T	-12.017848114	-76.951405208	291.1		
T	-12.017908406	-76.951304854	290.9		
T	-12.017999434	-76.951170332	290.6		
T	-12.018018647	-76.950914082	290.1		
T	-12.018103992	-76.950685230	290.1		
T	-12.018095876	-76.950526819	290.2		
T	-12.018089383	-76.950400094	290.3		
T	-12.018078023	-76.950178342	290.5		
T	-12.018136414	-76.950047142	290.4		
T	-12.018194529	-76.949916081	290.4		
T	-12.018311402	-76.949654295	290.5		
T	-12.018305396	-76.949527790	290.6		
T	-12.018299677	-76.949401241	290.8		
T	-12.018288755	-76.949179966	291.1		
T	-12.018279730	-76.948990278	291.3		
T	-12.018143972	-76.948871642	291.7		
T	-12.018105152	-76.948747050	291.9		
T	-12.017997816	-76.948531136	292.3		
T	-12.017993500	-76.948436139	292.3		
T	-12.017984871	-76.948246174	292.6		
T	-12.017907410	-76.947996499	293.3		
T	-12.017902574	-76.947901527	293.5		
T	-12.017894514	-76.947743242	293.9		
T	-12.017949527	-76.947550049	294.4		
T	-12.018036316	-76.947323923	295.1		
T	-12.018093260	-76.947162817	295.5		
T	-12.018181795	-76.946968853	296.1		
T	-12.018233572	-76.946713513	296.8		
T	-12.018282486	-76.946395425	297.8		
T	-12.018274790	-76.946237837	298.3		
T	-12.018334706	-76.946140739	298.9		
T	-12.018331628	-76.946077743	299.1		
T	-12.018385792	-76.945854879	299.9		
T	-12.018479697	-76.945788489	299.8		
T	-12.018600666	-76.945626606	299.5		
T	-12.018744001	-76.945244710	299.1		
T	-12.018739705	-76.945150646	299.1		
T	-12.018731007	-76.944962628	299.1		
T	-12.018723481	-76.944805896	299.3		
T	-12.018717224	-76.944680470	299.6		
T	-12.018706502	-76.944461028	299.9		
T	-12.018695687	-76.944241601	300.3		
T	-12.018688758	-76.944085119	300.5		
T	-12.018672408	-76.943740650	300.6		
T	-12.018699625	-76.943645957	300.7		
T	-12.018694726	-76.943551915	300.8		
T	-12.018782955	-76.943393532	301.0		
T	-12.018872814	-76.943266748	301.4		
T	-12.018930759	-76.943140719	301.7		
T	-12.018981602	-76.942858993	302.3		
T	-12.018977176	-76.942765402	302.4		
T	-12.018967107	-76.942547165	302.7		
T	-12.018954251	-76.942297233	303.1		
T	-12.018850707	-76.942141954	303.4		
T	-12.018844578	-76.942017049	303.6		
T	-12.018773069	-76.941861364	304.0		
T	-12.018767016	-76.941736458	304.3		
T	-12.018728919	-76.941611666	304.7		
T	-12.018690652	-76.941486755	305.0		
T	-12.018651699	-76.941330971	305.3		
T	-12.018644048	-76.941174754	305.7		
T	-12.018636784	-76.941018760	306.0		
T	-12.018653910	-76.940706728	306.5		
T	-12.018728953	-76.940270578	307.1		
T	-12.018920261	-76.939648492	308.0		
T	-12.019064736	-76.939339911	308.1		
T	-12.019075887	-76.939587834	308.0		
T	-12.019211083	-76.939744965	307.9		
T	-12.019191180	-76.939992904	307.9		
T	-12.019165931	-76.940117185	307.9		
T	-12.019108957	-76.940241349	307.6		
T	-12.019083557	-76.940365718	307.5		
T	-12.019026428	-76.940490086	307.2		
T	-12.019033921	-76.940645627	307.1		
T	-12.018979201	-76.940832157	306.8		
T	-12.018992381	-76.941112199	305.9		
T	-12.019030543	-76.941236895	305.5		
T	-12.019065361	-76.941299107	305.3		
T	-12.019168324	-76.941454497	304.8		
T	-12.019305627	-76.941641269	304.1		
T	-12.019372089	-76.941703173	303.9		
T	-12.019387099	-76.942013867	303.4		
T	-12.019394708	-76.942169305	303.1		
T	-12.019365917	-76.942231705	303.0		
T	-12.019341727	-76.942387485	302.8		
T	-12.019257064	-76.942606353	302.7		
T	-12.019266055	-76.942793111	302.5		
T	-12.019273514	-76.942948778	302.3		
T	-12.019253491	-76.943198312	302.0		
T	-12.019228925	-76.943354570	301.9		
T	-12.019236297	-76.943510410	301.7		
T	-12.019248863	-76.943759940	301.4		
T	-12.019254644	-76.943884583	301.3		
T	-12.019228486	-76.944009945	301.2		
T	-12.019233110	-76.944103547	301.1		
T	-12.019176899	-76.944261094	300.8		
T	-12.019157474	-76.944511797	300.2		
T	-12.019165101	-76.944667969	299.8		
T	-12.019174439	-76.944855426	299.3		
T	-12.019180577	-76.944980449	299.0		
T	-12.019189030	-76.945167791	299.0		
T	-12.019194968	-76.945292784	299.0		
T	-12.019138219	-76.945451110	299.0		
T	-12.019116008	-76.945639952	299.0		
T	-12.019089189	-76.945735017	299.1		
T	-12.018970796	-76.945958828	298.8		
T	-12.018913363	-76.946117916	298.3		
T	-12.018784980	-76.946122942	298.4		
T	-12.018723802	-76.946188225	298.3		
T	-12.018635103	-76.946349294	297.8		
T	-12.018549749	-76.946573509	297.1		
T	-12.018557987	-76.946730854	296.6		
T	-12.018534024	-76.946889662	296.3		
T	-12.018541815	-76.947047037	296.0		
T	-12.018546162	-76.947141461	295.8		
T	-12.018551959	-76.947267376	295.5		
T	-12.018562358	-76.947487780	295.0		
T	-12.018475229	-76.947681683	294.4		
T	-12.018444584	-76.947714861	294.3		
T	-12.018387844	-76.947875895	293.7		
T	-12.018395351	-76.948033624	293.1		
T	-12.018336598	-76.948163387	292.6		
T	-12.018282643	-76.948388016	292.0		
T	-12.018258095	-76.948547811	291.9		
T	-12.018267553	-76.948737389	291.6		
T	-12.018222520	-76.949152395	291.3		
T	-12.018242101	-76.949563675	290.7		
T	-12.018288081	-76.949846348	290.3		
T	-12.018354241	-76.949873565	290.2		
T	-12.018514141	-76.949831026	290.2		
T	-12.018641681	-76.949790684	290.3		
T	-12.018742512	-76.949878807	290.1		
T	-12.018684401	-76.950009344	290.0		
T	-12.018693025	-76.950166888	290.0		
T	-12.018699736	-76.950292980	290.0		
T	-12.018640403	-76.950392161	290.0		
T	-12.018653356	-76.950644556	290.0		
T	-12.018595439	-76.950775591	290.0		
T	-12.018513280	-76.951099219	290.3		
T	-12.018427402	-76.951328188	290.6		
T	-12.018402788	-76.951489038	290.8		
T	-12.018408853	-76.951615713	290.9		
T	-12.018353242	-76.951778969	292.6		
T	-12.018366836	-76.952031971	296.0		
T	-12.018316196	-76.952161213	298.2		
T	-12.018327072	-76.952253892	299.5		
T	-12.018355632	-76.952500796	302.7		
T	-12.018360790	-76.952627747	301.1		
T	-12.018362219	-76.952723989	299.9		
T	-12.018364603	-76.952884516	298.0		
T	-12.018367946	-76.953109507	295.3		
T	-12.018372767	-76.953398963	292.2		
T	-12.018377490	-76.953559075	291.0		
T	-12.018383218	-76.953751154	289.6		
T	-12.018388723	-76.953878467	288.7		
T	-12.018395877	-76.954037492	287.6		
T	-12.018398801	-76.954166224	286.7		
T	-12.018372244	-76.954296749	286.2		
T	-12.018314611	-76.954462566	286.1		
T	-12.018198663	-76.954729695	287.2		
T	-12.018204993	-76.954856908	286.2		
T	-12.018115535	-76.955026251	286.6		
T	-12.018026462	-76.955228358	287.1		
T	-12.018030855	-76.955324213	286.7		
T	-12.018008661	-76.955485553	286.2		
T	-12.017952717	-76.955749994	285.3		
T	-12.017899614	-76.956012940	285.2		
T	-12.017907657	-76.956172453	285.3		
T	-12.017848897	-76.956307549	285.7		
T	-12.017855331	-76.956435236	285.8		
T	-12.017865243	-76.956626547	285.9		
T	-12.017905444	-76.956961482	291.0		
T	-12.017936013	-76.957137188	293.6		
T	-12.017960986	-76.957283562	295.7		
T	-12.017921902	-76.957469866	299.8		
T	-12.017924774	-76.957632664	298.3		
T	-12.017861800	-76.957672278	299.2		
T	-12.017778078	-76.957926889	297.2		
T	-12.017777095	-76.958126834	294.0		
T	-12.017778238	-76.958292049	291.3		
T	-12.017777504	-76.958392476	290.2		
T	-12.017778932	-76.958624361	288.6		
T	-12.017792096	-76.958846737	286.8		
T	-12.017742133	-76.958975599	286.4		
T	-12.017750757	-76.959101621	285.4		
T	-12.017659457	-76.959242332	284.9		
T	-12.017592811	-76.959419609	283.4		
T	-12.017590899	-76.959588780	281.5		
T	-12.017588601	-76.959792134	279.2		
T	-12.017591214	-76.959924086	277.7		
T	-12.017529977	-76.960097418	276.5		
T	-12.017469829	-76.960236072	276.1		
T	-12.017443362	-76.960403057	275.5		
T	-12.017417961	-76.960569153	274.9		
T	-12.017422692	-76.960665771	274.3		
T	-12.017463480	-76.960821991	273.3		
T	-12.017608442	-76.961126786	273.3		
T	-12.017611382	-76.961191372	273.4		
T	-12.017654699	-76.961412308	273.6		
T	-12.017769443	-76.961718494	273.5		
T	-12.017781353	-76.961942615	272.9		
T	-12.017689412	-76.962086636	272.6		
T	-12.017630693	-76.962225021	272.4		
T	-12.017604975	-76.962358133	272.1		
T	-12.017548716	-76.962561810	271.8		
T	-12.017523521	-76.962728499	271.7		
T	-12.017395809	-76.962847294	271.8		
T	-12.017334216	-76.962955243	271.9		
T	-12.017245202	-76.963164530	272.0		
T	-12.017254872	-76.963324109	271.9		
T	-12.017265404	-76.963516914	271.8		
T	-12.017271652	-76.963646308	271.8		
T	-12.017281018	-76.963840419	271.7		
T	-12.017290390	-76.964034556	271.5		
T	-12.017426594	-76.964075475	270.6		
T	-12.017527507	-76.964090434	270.1		
T	-12.017662173	-76.964132546	269.9		
T	-12.017723574	-76.964058119	269.9		
T	-12.017720236	-76.963993869	270.0		
T	-12.017710219	-76.963801132	270.3		
T	-12.017703541	-76.963672637	270.5		
T	-12.017727852	-76.963506833	270.7		
T	-12.017756109	-76.963404632	270.9		
T	-12.017847314	-76.963226410	271.0		
T	-12.017972590	-76.963075434	271.0		
T	-12.018091305	-76.962796306	270.7		
T	-12.018148993	-76.962624874	270.5		
T	-12.018144268	-76.962528589	270.5		
T	-12.018133053	-76.962304281	271.1		
T	-12.018126431	-76.962176211	271.6		
T	-12.018183835	-76.962005476	272.0		
T	-12.018203558	-76.961778052	272.8		
T	-12.018198179	-76.961648794	273.2		
T	-12.018191093	-76.961521426	273.1		
T	-12.018177937	-76.961265605	273.1		
T	-12.018172049	-76.961136953	273.1		
T	-12.018169108	-76.961072633	273.1		
T	-12.018158786	-76.960847579	273.0		
T	-12.018151419	-76.960686858	273.6		
T	-12.018141244	-76.960461820	274.4		
T	-12.018132630	-76.960268839	275.2		
T	-12.018124671	-76.960108787	275.8		
T	-12.018118186	-76.959980885	276.4		
T	-12.018110083	-76.959821010	277.5		
T	-12.018105912	-76.959724438	278.1		
T	-12.018099002	-76.959462951	279.9		
T	-12.018095186	-76.959299340	281.1		
T	-12.018089981	-76.959170532	282.0		
T	-12.018121495	-76.959100247	282.0		
T	-12.018173762	-76.958902654	281.9		
T	-12.018167399	-76.958774939	282.2		
T	-12.018284231	-76.958569369	280.8		
T	-12.018279667	-76.958406946	281.0		
T	-12.018276005	-76.958243736	282.2		
T	-12.018371078	-76.958166631	281.8		
T	-12.018498381	-76.958052247	282.4		
T	-12.018491103	-76.957826360	284.8		
T	-12.018486563	-76.957730780	285.8		
T	-12.018491746	-76.957495055	288.1		
T	-12.018447007	-76.957343875	287.3		
T	-12.018427393	-76.957160988	285.9		
T	-12.018381521	-76.956977154	284.7		
T	-12.018339747	-76.956889062	284.1		
T	-12.018331301	-76.956796290	283.3		
T	-12.018324215	-76.956669509	282.1		
T	-12.018315372	-76.956511015	282.3		
T	-12.018301238	-76.956224385	282.7		
T	-12.018296627	-76.956128779	282.9		
T	-12.018321464	-76.955965575	282.9		
T	-12.018413473	-76.955826731	282.8		
T	-12.018468952	-76.955628644	282.8		
T	-12.018530688	-76.955557798	282.7		
T	-12.018581307	-76.955264859	282.8		
T	-12.018636985	-76.955067166	282.9		
T	-12.018633689	-76.955003796	283.0		
T	-12.018620289	-76.954717905	283.9		
T	-12.018611387	-76.954527397	284.5		
T	-12.018603989	-76.954368600	285.0		
T	-12.018599553	-76.954273336	285.4		
T	-12.018592022	-76.954114620	286.1		
T	-12.018610018	-76.953761291	287.9		
T	-12.018693400	-76.953401834	289.2		
T	-12.018775691	-76.953108254	290.9		
T	-12.018804828	-76.952977384	291.8		
T	-12.018801849	-76.952849558	293.0		
T	-12.018828908	-76.952719766	293.9		
T	-12.018854440	-76.952590792	294.7		
T	-12.018874434	-76.952367643	294.5		
T	-12.018868937	-76.952273361	294.1		
T	-12.018851865	-76.952054793	293.1		
T	-12.018843684	-76.951865029	292.1		
T	-12.018871456	-76.951767582	291.5		
T	-12.018896141	-76.951607105	290.9		
T	-12.018894511	-76.951575650	290.9		
T	-12.018916485	-76.951384122	290.7		
T	-12.018944291	-76.951286865	290.5		
T	-12.019034142	-76.951153397	290.4		
T	-12.019022537	-76.950933132	290.1		
T	-12.019015792	-76.950807114	290.0		
T	-12.019004792	-76.950587018	290.0		
T	-12.018994752	-76.950398289	290.0		
T	-12.019051935	-76.950267992	290.0		
T	-12.019037188	-76.949984964	290.0		
T	-12.019031406	-76.949859038	290.2		
T	-12.019016363	-76.949544370	290.5		
T	-12.019105239	-76.949380804	290.7		
T	-12.019157962	-76.949125293	291.1		
T	-12.019178811	-76.948903621	291.6		
T	-12.019171128	-76.948746696	292.0		
T	-12.019164886	-76.948621149	292.3		
T	-12.019156976	-76.948464222	292.7		
T	-12.019117566	-76.948309191	293.0		
T	-12.019046027	-76.948155836	293.3		
T	-12.018975717	-76.948033780	293.6		
T	-12.018943358	-76.948035561	293.5		
T	-12.018952963	-76.948224094	293.0		
T	-12.018899023	-76.948447693	292.4		
T	-12.018902165	-76.948510571	292.3		
T	-12.018908451	-76.948636333	292.1		
T	-12.018853429	-76.948828860	291.7		
T	-12.018830389	-76.949019665	291.3		
T	-12.018737068	-76.949088650	291.1		
T	-12.018542533	-76.949069096	291.1		
T	-12.018539524	-76.949005994	291.2		
T	-12.018496762	-76.948787094	291.5		
T	-12.018556692	-76.948688633	291.7		
T	-12.018615053	-76.948558760	292.0		
T	-12.018677864	-76.948523523	292.1		
T	-12.018737602	-76.948425357	292.3		
T	-12.018763545	-76.948297663	292.6		
T	-12.018818435	-76.948105411	293.2		
T	-12.018841119	-76.947914975	293.8		
T	-12.018831701	-76.947726381	294.3		
T	-12.018828560	-76.947663521	294.5		
T	-12.018851678	-76.947473345	295.0		
T	-12.018910044	-76.947344550	295.2		
T	-12.018931943	-76.947123288	295.6		
T	-12.018957980	-76.946996286	295.8		
T	-12.019015508	-76.946867897	295.9		
T	-12.019106602	-76.946769579	295.9		
T	-12.019220121	-76.946482200	296.5		
T	-12.019309875	-76.946353120	296.8		
T	-12.019548086	-76.945999575	297.5		
T	-12.019543580	-76.945906013	297.8		
T	-12.019567983	-76.945748965	298.1		
T	-12.019592982	-76.945592125	298.3		
T	-12.019587188	-76.945467570	298.4		
T	-12.019640081	-76.945247406	298.7		
T	-12.019628200	-76.944998398	299.0		
T	-12.019625372	-76.944936186	299.2		
T	-12.019614818	-76.944718308	299.7		
T	-12.019607030	-76.944562653	300.1		
T	-12.019599275	-76.944407023	300.4		
T	-12.019594621	-76.944313650	300.6		
T	-12.019586748	-76.944158008	301.0		
T	-12.019641126	-76.944000625	301.1		
T	-12.019689016	-76.943688384	301.2		
T	-12.019716396	-76.943594676	301.2		
T	-12.019710902	-76.943470643	301.3		
T	-12.019701289	-76.943253647	301.4		
T	-12.019694304	-76.943098656	301.5		
T	-12.019688562	-76.942974619	301.5		
T	-12.019677002	-76.942726568	301.7		
T	-12.019663052	-76.942447183	301.9		
T	-12.019588979	-76.942230440	302.6		
T	-12.019480068	-76.941951571	303.4		
T	-12.019626394	-76.941732894	303.8		
T	-12.019620278	-76.941608819	304.2		
T	-12.019711180	-76.941546109	304.3		
T	-12.019727088	-76.941235995	305.2		
T	-12.019719799	-76.941081301	305.6		
T	-12.019712507	-76.940926633	306.1		
T	-12.019678244	-76.940864809	306.3		
T	-12.019605306	-76.940648256	306.6		
T	-12.019537465	-76.940554942	306.7		
T	-12.019526451	-76.940337766	306.9		
T	-12.019456911	-76.940213200	307.1		
T	-12.019447405	-76.940026942	307.3		
T	-12.019439769	-76.939871926	307.3		
T	-12.019427659	-76.939624011	307.4		
T	-12.019421604	-76.939500069	307.4		
T	-12.019476019	-76.939315281	307.3		
T	-12.019467102	-76.939129637	307.4		
T	-12.019458629	-76.938944352	307.8		
T	-12.019454533	-76.938851832	307.9		
T	-12.019450435	-76.938759325	308.1		
T	-12.019442245	-76.938574354	308.5		
T	-12.019436785	-76.938451070	308.8		
T	-12.019358258	-76.938140115	309.4		
T	-12.019320131	-76.938015204	309.6		
T	-12.019216901	-76.937857444	310.1		
T	-12.019271648	-76.937673778	310.4		
T	-12.019270037	-76.937642744	310.5		
T	-12.019260373	-76.937456564	310.9		
T	-12.019342428	-76.937211327	311.8		
T	-12.019363887	-76.936996352	312.6		
T	-12.019417165	-76.936782878	313.5		
T	-12.019477157	-76.936723256	313.7		
T	-12.019532575	-76.936571182	314.4		
T	-12.019642123	-76.936237112	315.5		
T	-12.019700561	-76.936147311	315.7		
T	-12.019786031	-76.935966886	316.1		
T	-12.019842609	-76.935846429	316.3		
T	-12.019833825	-76.935662294	316.5		
T	-12.019826506	-76.935508874	316.6		
T	-12.019887410	-76.935480744	316.6		
T	-12.019894731	-76.935634085	316.4		
T	-12.019903516	-76.935818129	316.2		
T	-12.019971687	-76.935943175	315.8		
T	-12.019977201	-76.936065479	315.5		
T	-12.019988693	-76.936310657	314.9		
T	-12.020027182	-76.936465144	314.3		
T	-12.020033077	-76.936587887	314.0		
T	-12.020040550	-76.936741452	313.4		
T	-12.020048086	-76.936895102	312.5		
T	-12.020053971	-76.937017887	311.8		
T	-12.020030162	-76.937170500	310.9		
T	-12.020003421	-76.937261792	310.4		
T	-12.019889819	-76.937474451	309.4		
T	-12.019865012	-76.937597186	309.3		
T	-12.019871463	-76.937720758	309.2		
T	-12.019884397	-76.937967919	309.1		
T	-12.019892496	-76.938122420	309.1		
T	-12.019837803	-76.938275447	309.0		
T	-12.019845053	-76.938429338	308.7		
T	-12.019852417	-76.938583346	308.2		
T	-12.019856836	-76.938675762	307.9		
T	-12.019867146	-76.938891434	307.2		
T	-12.019878694	-76.939137793	306.4		
T	-12.019888642	-76.939353300	306.3		
T	-12.019894329	-76.939476479	306.3		
T	-12.019935829	-76.939692562	306.2		
T	-12.019921555	-76.940032117	306.2		
T	-12.019928811	-76.940186298	306.2		
T	-12.019935405	-76.940340079	306.1		
T	-12.019943791	-76.940524974	306.1		
T	-12.019951086	-76.940679283	306.1		
T	-12.019959842	-76.940864490	306.0		
T	-12.020002737	-76.941111398	305.3		
T	-12.020038320	-76.941203905	305.1		
T	-12.020136226	-76.941296106	304.9		
T	-12.020207777	-76.941481147	304.4		
T	-12.020214217	-76.941604842	304.1		
T	-12.020223879	-76.941790389	303.6		
T	-12.020233450	-76.941975891	302.9		
T	-12.020245572	-76.942222938	302.0		
T	-12.020252472	-76.942377044	301.4		
T	-12.020259276	-76.942531142	301.0		
T	-12.020264882	-76.942684743	300.9		
T	-12.020273144	-76.942869809	300.7		
T	-12.020279166	-76.942993440	300.6		
T	-12.020228833	-76.943241945	300.5		
T	-12.020182814	-76.943492299	300.5		
T	-12.020193970	-76.943739551	300.4		
T	-12.020206400	-76.944017772	300.3		
T	-12.020179935	-76.944111519	300.4		
T	-12.020188380	-76.944266653	300.1		
T	-12.020163963	-76.944391624	300.0		
T	-12.020111236	-76.944579489	299.7		
T	-12.020118095	-76.944734322	299.4		
T	-12.020060537	-76.944829372	299.3		
T	-12.020039281	-76.945047430	298.8		
T	-12.020013893	-76.945172596	298.6		
T	-12.019990323	-76.945328949	298.2		
T	-12.019997532	-76.945484177	297.8		
T	-12.019971296	-76.945578603	297.7		
T	-12.019889194	-76.945799912	297.3		
T	-12.019837654	-76.946051084	296.6		
T	-12.019780100	-76.946178032	296.3		
T	-12.019722478	-76.946305131	296.0		
T	-12.019725482	-76.946367444	295.7		
T	-12.019640582	-76.946589623	295.1		
T	-12.019587712	-76.946810813	294.7		
T	-12.019562018	-76.946937118	294.6		
T	-12.019568191	-76.947062031	294.3		
T	-12.019574775	-76.947186947	294.1		
T	-12.019582293	-76.947343082	293.8		
T	-12.019591366	-76.947530414	293.4		
T	-12.019599161	-76.947686649	293.2		
T	-12.019608739	-76.947874113	293.0		
T	-12.019617442	-76.948030296	292.8		
T	-12.019628489	-76.948248994	292.5		
T	-12.019637806	-76.948436480	292.3		
T	-12.019615257	-76.948625852	291.9		
T	-12.019621174	-76.948750916	291.7		
T	-12.019563328	-76.948879967	291.5		
T	-12.019537525	-76.949007117	291.3		
T	-12.019542306	-76.949100976	291.1		
T	-12.019513267	-76.949165634	291.0		
T	-12.019459148	-76.949389166	290.7		
T	-12.019432703	-76.949516743	290.6		
T	-12.019376997	-76.949709371	290.3		
T	-12.019386343	-76.949897586	290.1		
T	-12.019361031	-76.950025228	290.0		
T	-12.019334026	-76.950121577	289.9		
T	-12.019344113	-76.950309740	289.8		
T	-12.019352521	-76.950466542	289.8		
T	-12.019327450	-76.950594345	289.7		
T	-12.019337540	-76.950782565	289.6		
T	-12.019347078	-76.950970848	289.8		
T	-12.019359497	-76.951254009	290.2		
T	-12.019368580	-76.951474546	290.5		
T	-12.019376369	-76.951663659	290.7		
T	-12.019349890	-76.951792354	290.6		
T	-12.019356683	-76.951949922	290.5		
T	-12.019331477	-76.952078436	290.4		
T	-12.019338178	-76.952203983	290.3		
T	-12.019315010	-76.952331569	290.3		
T	-12.019292762	-76.952523081	290.1		
T	-12.019234787	-76.952687034	289.3		
T	-12.019210365	-76.952847556	288.3		
T	-12.019156310	-76.953042251	287.2		
T	-12.019161840	-76.953168807	286.2		
T	-12.019103827	-76.953301056	285.8		
T	-12.019077914	-76.953430458	285.6		
T	-12.019024798	-76.953657507	285.3		
T	-12.019034991	-76.953878934	284.5		
T	-12.019004301	-76.953913792	284.6		
T	-12.018986863	-76.954233490	283.8		
T	-12.018964660	-76.954426512	283.7		
T	-12.018941465	-76.954619678	283.5		
T	-12.018916367	-76.954781670	283.3		
T	-12.018922292	-76.954908467	283.1		
T	-12.018897451	-76.955070488	282.9		
T	-12.018870049	-76.955168746	282.7		
T	-12.018875131	-76.955263694	282.6		
T	-12.018886041	-76.955485511	282.2		
T	-12.018861004	-76.955647820	282.0		
T	-12.018868919	-76.955806215	281.8		
T	-12.018812070	-76.955972242	281.6		
T	-12.018782830	-76.956039471	281.5		
T	-12.018759910	-76.956233611	281.2		
T	-12.018767830	-76.956392218	280.9		
T	-12.018743666	-76.956554530	280.7		
T	-12.018748652	-76.956649575	280.5		
T	-12.018723801	-76.956812474	281.4		
T	-12.018670995	-76.957009086	282.9		
T	-12.018684829	-76.957196181	283.9		
T	-12.018689435	-76.957258521	284.3		
T	-12.018599676	-76.957396735	286.1		
T	-12.018580309	-76.957555781	286.5		
T	-12.018580219	-76.957688163	285.3		
T	-12.018551534	-76.957755441	285.0		
T	-12.018527376	-76.957918320	283.6		
T	-12.018469400	-76.958219473	280.9		
T	-12.018470726	-76.958284756	280.2		
T	-12.018476012	-76.958512833	279.6		
T	-12.018486372	-76.958736583	279.5		
T	-12.018494180	-76.958896075	279.5		
T	-12.018471321	-76.959091863	279.5		
T	-12.018448914	-76.959320625	278.9		
T	-12.018465480	-76.959705829	277.2		
T	-12.018473206	-76.959865604	276.6		
T	-12.018383786	-76.960039136	275.9		
T	-12.018390263	-76.960166797	275.4		
T	-12.018331655	-76.960303989	274.9		
T	-12.018304763	-76.960437322	274.4		
T	-12.018246647	-76.960607745	273.8		
T	-12.018160256	-76.960879725	273.0		
T	-12.018107985	-76.961179291	273.1		
T	-12.018113868	-76.961308013	273.1		
T	-12.018052579	-76.961414894	273.2		
T	-12.017995859	-76.961584589	273.4		
T	-12.017975317	-76.961846912	272.9		
T	-12.017982859	-76.961973227	272.5		
T	-12.017998553	-76.962261332	271.5		
T	-12.018003630	-76.962357489	271.2		
T	-12.018013080	-76.962550234	270.8		
T	-12.018027254	-76.962839396	270.8		
T	-12.018130392	-76.962919263	270.7		
T	-12.018234959	-76.963031103	270.7		
T	-12.018241257	-76.963159455	270.8		
T	-12.018251351	-76.963385415	270.9		
T	-12.018259621	-76.963545581	270.5		
T	-12.018264951	-76.963674820	270.2		
T	-12.018238300	-76.963809383	269.9		
T	-12.018185402	-76.964077881	269.4		
T	-12.018127769	-76.964250147	269.2		
T	-12.018068514	-76.964390403	269.2		
T	-12.018006009	-76.964466449	269.3		
T	-12.018015309	-76.964659842	269.2		
T	-12.018023182	-76.964786725	269.2		
T	-12.017999960	-76.964917020	269.2		
T	-12.018012692	-76.965105534	269.1		
T	-12.018086047	-76.965254614	268.8		
T	-12.018184957	-76.965270022	268.3		
T	-12.018210564	-76.965136540	268.3		
T	-12.018299161	-76.964960207	268.2		
T	-12.018388896	-76.964816670	268.3		
T	-12.018381217	-76.964689901	268.4		
T	-12.018471357	-76.964546119	268.5		
T	-12.018496131	-76.964379838	268.6		
T	-12.018491458	-76.964283552	268.7		
T	-12.018480556	-76.964058907	269.1		
T	-12.018466983	-76.963769439	269.8		
T	-12.018494333	-76.963634574	270.1		
T	-12.018552586	-76.963495533	270.3		
